Room_ID,Temperature (C),Humidity (%),Air_Flow (CFM),Pressure (Pa),Energy_Consumption (kWh),Occupancy,Date_Logged,CO2_Level (ppm),System_Status,Set_Point (F),Filter_Change_Date,Comments
R14,19.72993981119697,46.7965269180568,381.7709015104613,101099.4205707955,12.411537135653926,6.0,2023-01-01 18:00:00,502.43157653988914,On,66.41647434574396,2022-06-06 06:00:00,ok
R12,18.46924074666177,54.241659464019165,288.03708025732635,101600.87039995546,14.559543779854634,6.0,2023-01-01 19:00:00,343.266733505928,ON,81.2629873423731,2022-06-06 13:00:00,
R3,25.664121922303885,55.228354880355,352.9966315133164,101925.1308748694,25.849682940402715,,2023-01-01 20:00:00,352.3721941002674,on,68.33410120821306,2022-06-06 20:00:00,needs inspection
R71,21.43555924878366,44.26299996061421,363.8688468979096,101093.4193189573,7.881586815580385,,2023-01-01 21:00:00,416.0748951277354,on,72.0684797978327,2022-06-07 03:00:00,
R44,21.27076562551681,39.77207434801595,325.4181907183976,101342.22050585292,19.0106422930906,3.0,2023-01-02 05:00:00,415.7418594947596,Off,65.49093703273981,2022-06-09 11:00:00,
R89,20.495733469426508,47.42623462576655,390.35612983186553,100080.83632329352,19.311117559434884,8.0,2023-01-02 06:00:00,287.3591470475415,On,68.72173559259485,2022-06-09 18:00:00,
R87,26.630695461272342,33.314159261224106,301.3226900147766,100995.87579383308,7.918864721036773,7.0,,351.62722405749406,,66.7773917689956,2022-06-10 01:00:00,ok
R3,22.52215898751189,37.74234336997659,369.6207983589384,101153.72539957112,17.584732578741853,0.0,,334.73207372078167,,63.01604943884639,2022-06-11 12:00:00,ok
R83,17.100824690300563,35.3562511979018,324.5518187146251,101410.23188549827,13.89243368523938,3.0,2023-01-02 13:00:00,394.2357899573391,on,71.86100448070451,2022-06-11 19:00:00,needs inspection
R73,18.679534877753923,52.24451818559972,348.7212843904003,100843.63371735768,14.888498581409737,9.0,2023-01-02 14:00:00,378.1898903259345,OFF,61.46752380495953,2022-06-12 02:00:00,
R63,22.492153089672808,60.47098302612154,261.54620475554407,101221.69436015196,11.555572287122972,4.0,,368.4215458735713,off,74.42672384771767,2022-06-12 09:00:00,
R25,21.7108792940294,60.78680833431296,323.7955801032704,101031.73436521804,6.920566062947636,,2023-01-02 18:00:00,407.4959326740937,ON,69.69625689215371,2022-06-13 06:00:00,
R99,21.247240761026777,49.61491530499293,357.6177436016861,101437.1082021454,16.49823843918674,,2023-01-02 19:00:00,406.0060141359329,On,71.6980695385231,2022-06-13 13:00:00,needs inspection
R77,20.848403072600533,56.5232287841342,350.01035324590987,101904.53703247797,18.50350306060292,4.0,2023-01-02 22:00:00,314.61753084373913,off,77.06952907607477,2022-06-14 10:00:00,ok
R32,17.592399611593166,63.80091354147452,357.75953419294893,101923.62346182262,16.966535250026617,4.0,2023-01-03 01:00:00,467.716494838728,off,72.70157551186966,2022-06-15 07:00:00,
R36,24.57749880623988,44.4969484615458,282.70645382633927,102192.4682879184,9.901523401455716,6.0,2023-01-03 06:00:00,377.1818809933369,ON,73.14488069595969,2022-06-16 18:00:00,
R37,24.32820029779049,43.283766320619485,309.0371070139251,100896.6139530866,16.031808856627254,5.0,2023-01-03 07:00:00,474.5584157112692,OFF,71.90567552098058,2022-06-17 01:00:00,
,19.901956191943405,49.74445929008554,326.18895632276707,101047.22661025656,22.310979693588184,2.0,2023-01-03 08:00:00,419.6466730460709,on,68.35951471748857,2022-06-17 08:00:00,
R72,21.226969060371964,61.72729019259364,393.7194590356364,101427.19451580149,17.243178822572638,6.0,,424.7127711440304,OFF,66.7440485351691,2022-06-17 15:00:00,
R8,22.82815857850891,55.43600154594432,363.1280664500962,100723.92523696196,19.809935945359207,4.0,2023-01-03 10:00:00,422.1164155499496,ON,84.6235875086592,2022-06-17 22:00:00,
R97,20.802064405386776,57.71698710648344,392.5448981083986,101483.72663062508,18.74950119711855,1.0,2023-01-03 12:00:00,476.61826654245647,OFF,71.66120717826692,,
R59,19.234162564984928,61.48765700372103,369.5232424964445,101278.30657055002,10.24544635156384,,2023-01-03 14:00:00,407.3105204357709,ON,74.6452843246414,,ok
R45,25.39060007142706,38.803301053738565,320.8620671194209,101485.79660566962,11.83559862557604,0.0,2023-01-03 17:00:00,441.8958926886151,off,72.64893221629762,,
R7,22.904090062619087,45.32298798688109,421.137406804997,101437.63205862376,9.053837674614352,7.0,2023-01-03 20:00:00,360.9820309527287,OFF,72.1741329344727,2022-06-20 20:00:00,needs inspection
R76,22.90348901377104,49.53079421120816,398.2698742295585,100690.33475172664,17.860031391502364,9.0,2023-01-03 22:00:00,385.5819059388217,on,66.28330128457783,2022-06-21 10:00:00,ok
R66,25.845091416164923,54.770408272231215,411.8065360903109,102176.2573290648,11.47635782194558,0.0,2023-01-03 23:00:00,442.2898428178606,ON,70.38264300076968,2022-06-21 17:00:00,
R61,25.911609139535017,37.1700777581143,359.8657853702797,102140.92844954456,14.275477104592843,3.0,,360.3103757970581,,73.02783879351782,2022-06-22 07:00:00,
R97,21.45082028040622,46.51347865592141,350.0263979428299,101925.26582923692,18.168305123870294,5.0,2023-01-04 08:00:00,398.4639225697629,on,64.0036763697361,2022-06-24 08:00:00,
R88,19.97876599276703,53.819354522315535,322.47315752542085,101232.07712390364,21.55583748901312,9.0,2023-01-04 12:00:00,368.38545534241206,OFF,60.310378811696005,2022-06-25 12:00:00,
R1,20.745607391038657,54.30041647191069,288.9643787042921,101479.99949158278,13.878405145609475,6.0,2023-01-04 13:00:00,306.10019212130874,On,75.55795053735349,,needs inspection
R84,24.288505294255184,60.30283454031842,324.5929901176345,101296.70575555004,19.297924361717783,0.0,2023-01-04 14:00:00,333.4985729501875,Off,76.30862320025233,2022-06-26 02:00:00,
R98,22.82187777414921,52.387891590265134,342.61098405912645,101934.48539489684,15.399007420293666,,2023-01-04 15:00:00,481.29376527708587,,69.21492265920935,2022-06-26 09:00:00,ok
R5,20.675599490582403,47.40957854179297,327.3375795488493,100349.44906798068,20.697777680127345,6.0,,367.0011807505277,Off,72.45454544717175,2022-06-26 16:00:00,needs inspection
,22.2426938733701,49.28398740585936,366.337238230116,100416.01038730642,9.50689787411094,8.0,2023-01-04 18:00:00,382.167513640086,On,58.26009842596044,2022-06-27 06:00:00,needs inspection
R95,24.42161247633222,49.627777634901584,365.0237179805414,101704.85614774207,22.10252143635532,6.0,,461.9788817580407,On,77.54266360004127,,
R19,20.24486726530662,57.2762954363698,381.1103572021701,101277.770642779,14.432596770589294,1.0,2023-01-04 20:00:00,458.3582008737189,Off,69.30552385507015,,
R57,21.18084463350558,50.519458858072994,293.0583441109616,,16.107792368121054,5.0,2023-01-04 21:00:00,358.7152286549671,ON,70.2689388424893,2022-06-28 03:00:00,ok
R88,18.341212629669705,49.19283419891418,346.211785673227,101964.73246582889,9.840223789527826,3.0,,304.833976148484,ON,70.17033894611563,2022-06-28 17:00:00,ok
R66,22.012783641606152,59.16327674702482,272.3120616991968,101260.24137656829,14.33915322177814,5.0,2023-01-05 02:00:00,379.471896253873,ON,64.52231871160306,2022-06-29 14:00:00,
R79,21.41353216656213,53.46488475897993,390.8944829012514,101614.92864264756,15.361394826921444,7.0,,407.2621975036727,on,77.79958825930296,2022-06-29 21:00:00,
R89,21.813885210584584,69.14031353866787,380.1593715541172,100390.09183023393,16.15921046067424,9.0,2023-01-05 13:00:00,489.10022934993606,ON,72.65226207485871,2022-07-02 19:00:00,
R31,21.93371531137696,52.17432873179723,341.8603546963853,101183.43055162812,11.113142575770468,8.0,2023-01-05 15:00:00,437.7580567547986,On,nan,2022-07-03 09:00:00,
R14,22.75386835583403,53.64961002466225,324.33932167642075,101450.73680447026,13.136622080240128,4.0,2023-01-05 19:00:00,459.4666417156242,On,75.60495536226483,2022-07-04 13:00:00,
R55,19.07830490595117,49.42381202966415,300.2825312695744,100947.1042499208,5.549949144085286,,2023-01-05 21:00:00,327.4301648843545,,67.70160431504702,2022-07-05 03:00:00,
R65,24.85705703628755,52.01099046714968,221.88331706023448,101849.35356320828,12.726026413111535,9.0,2023-01-05 22:00:00,373.3495875181767,ON,70.22289864256412,2022-07-05 10:00:00,needs inspection
R80,19.72653136301315,61.8703030556038,389.2302143949012,101018.9165414226,14.3134451710556,7.0,2023-01-06 01:00:00,350.5246087572256,off,69.36537496921673,2022-07-06 07:00:00,
,25.506985777340248,56.38730222029184,349.03698101328024,101570.603832706,19.78895807236453,3.0,2023-01-06 02:00:00,275.57117386875944,off,75.64928957211593,2022-07-06 14:00:00,ok
,27.476139064524947,38.53654606981312,377.3559557587605,101694.82657586232,9.522403055772187,4.0,2023-01-06 05:00:00,341.8863258294281,OFF,72.40421790389651,2022-07-07 11:00:00,needs inspection
,20.58425567599307,42.45724149980642,405.7160847334436,101984.15116242634,23.99362509175656,1.0,2023-01-06 07:00:00,443.3641705043499,,68.54612035548932,2022-07-08 01:00:00,ok
R72,20.7413108647095,53.2876241030348,385.9092862853967,101119.25342771893,23.28104126028648,,2023-01-06 09:00:00,417.28110593046586,ON,75.8681866662787,2022-07-08 15:00:00,
R94,22.17140743701507,54.21920754235285,350.9808328846995,101306.21467751026,15.01143968071752,5.0,2023-01-06 11:00:00,362.2944794520837,on,76.34728814852411,2022-07-09 05:00:00,needs inspection
,19.701439414415493,47.55843364709352,332.2979644529488,101345.66281613531,14.445937198604565,6.0,2023-01-06 14:00:00,325.43398943293914,ON,74.13140590339803,2022-07-10 02:00:00,needs inspection
R15,25.87483601254385,59.64087168288357,321.31991135515494,,13.058784732392306,9.0,2023-01-06 15:00:00,482.5085129916006,on,77.05742592788104,2022-07-10 09:00:00,
R21,20.04186676915941,61.894704889246405,355.09281476309934,101800.77488528704,14.720397757388934,,,428.7429247841201,off,68.52141801918799,2022-07-10 16:00:00,needs inspection
R42,21.19484620948581,37.72392184863008,427.4510075747594,100814.41877121985,16.689787641160592,5.0,2023-01-06 17:00:00,373.2059947854642,OFF,83.6479890231074,2022-07-10 23:00:00,
R8,24.033793043424176,55.97400069849858,288.04464621730494,101561.73594951762,19.456518434348776,6.0,2023-01-06 18:00:00,440.670355894325,ON,78.11538989323266,,needs inspection
R53,25.26785688570607,63.75706813311619,352.5443850928009,100261.38628982424,23.191798661354703,5.0,2023-01-06 21:00:00,389.17076051174695,ON,74.47388722306874,2022-07-12 03:00:00,needs inspection
R6,22.46158464633076,51.25576453471543,362.197659895425,101023.58967210802,16.55826428002389,,,505.94875734590494,off,82.41043883954809,2022-07-12 17:00:00,ok
R31,23.95455717944328,50.15579047581468,424.4931719301041,101560.0220936841,1.8463493158546829,3.0,2023-01-07 01:00:00,342.0892826455513,on,79.32006798401127,2022-07-13 07:00:00,ok
R69,18.907623222804794,39.03724913104799,269.95480107617425,,16.94187864615084,,,376.46989225377206,,72.15378581841846,2022-07-13 14:00:00,
R25,22.742461683082965,41.53038651681672,267.84055944229164,100876.6788863424,16.217651020931722,9.0,2023-01-07 05:00:00,389.58584001204906,,76.06787304423403,2022-07-14 11:00:00,ok
R23,20.299938196053773,43.610382523104974,351.0443244147981,99871.50589033918,15.43055434129489,1.0,2023-01-07 08:00:00,454.8217280938039,Off,nan,2022-07-15 08:00:00,
R60,22.58063424290251,36.76910206592502,361.5350452859342,101137.5889716891,11.265383574649162,0.0,2023-01-07 09:00:00,434.6983757602187,OFF,68.7033584158183,2022-07-15 15:00:00,
R55,26.66443627786189,43.118496548222765,331.2401809838032,100706.28668088872,17.632683418361538,9.0,2023-01-07 12:00:00,351.95551822169807,ON,64.45940340852015,2022-07-16 12:00:00,needs inspection
R17,23.64138402158457,46.75168616491378,377.88455303625625,101481.59223693248,15.420841150928482,8.0,2023-01-07 15:00:00,451.97394070626734,ON,67.31498743318808,2022-07-17 09:00:00,
R40,24.89648894751851,36.10427533236404,374.91108742483925,101095.4548448905,13.656771233451288,4.0,2023-01-07 18:00:00,343.01814404454944,on,71.14149849135443,2022-07-18 06:00:00,
R79,19.948294204120725,33.546012530431085,407.0074519260633,100977.69981541844,5.818201081148013,0.0,2023-01-07 19:00:00,480.2365997069433,ON,nan,2022-07-18 13:00:00,needs inspection
R65,24.408440323110803,60.225704320096405,429.02703432841867,100747.8186658835,12.836130582058058,7.0,2023-01-07 20:00:00,431.1439411921019,Off,65.57891878535173,2022-07-18 20:00:00,
R77,23.031952317341247,74.39752406339272,299.2452904086066,100449.08559662414,18.96909233571908,7.0,2023-01-07 21:00:00,358.9390687895645,off,nan,2022-07-19 03:00:00,
R31,24.055150399986225,63.84272818510518,309.4571244394831,101130.03814672028,13.513119603784467,5.0,2023-01-07 22:00:00,406.359446937856,,71.88284965508296,2022-07-19 10:00:00,
R83,26.74198245663487,55.6390912005236,287.1211070542692,101404.02674496008,13.76808298742726,4.0,2023-01-07 23:00:00,393.8156343299488,off,84.07874696025041,2022-07-19 17:00:00,
R80,21.386529709992825,55.94754341665286,338.2990070446509,101276.68816499256,19.931882529529688,7.0,2023-01-08 00:00:00,351.37092655171585,OFF,71.89449411603846,2022-07-20 00:00:00,
R51,20.11565958910628,58.53415558780308,373.31791872231673,101117.01653602632,11.440133863705386,2.0,2023-01-08 01:00:00,401.8091971978301,On,73.37126469277726,2022-07-20 07:00:00,
R97,19.77621392593619,57.58928589786765,399.3667258294551,,7.285983908785502,,2023-01-08 02:00:00,409.534764386022,,70.32082250206682,2022-07-20 14:00:00,
R5,19.960474287586404,52.81191423969376,346.20244881787386,101629.12309584249,14.196844402372529,1.0,2023-01-08 03:00:00,496.562654732595,on,73.79314289280951,2022-07-20 21:00:00,
R29,22.85287993704161,49.374068721004775,357.587899612437,101713.01395692174,10.16876840123373,2.0,2023-01-08 05:00:00,314.5300337902331,OFF,75.47661302216628,2022-07-21 11:00:00,
R34,24.06795812259006,47.19324923133226,454.47693608473867,100948.78238132349,17.45752823623392,5.0,2023-01-08 07:00:00,355.3676288283889,ON,70.829474185859,2022-07-22 01:00:00,
R80,25.633835192893294,49.0166037320525,359.23702894478623,101074.29892655718,16.53490536343119,1.0,2023-01-08 09:00:00,347.67481354364287,OFF,72.46784923512868,2022-07-22 15:00:00,
R30,23.56416836941252,51.79894151153479,340.49804824992526,101814.211056014,16.391743173223347,0.0,2023-01-08 12:00:00,401.0008984149615,ON,73.6695844519665,2022-07-23 12:00:00,
R4,23.206181038107964,34.29499396376823,418.6424237338265,101159.6053878362,12.075461732911153,6.0,,422.537850585618,ON,78.50182917651495,2022-07-24 09:00:00,ok
R13,21.44134303668537,40.10371863429663,239.40690443352463,100934.90043544128,12.606207142391558,6.0,2023-01-08 16:00:00,492.865810037258,ON,75.4576669132464,2022-07-24 16:00:00,
R33,23.78500123523023,59.40771187988216,426.6716850648163,101990.28745201952,16.797378987735627,0.0,2023-01-08 17:00:00,462.2824782118486,On,73.74482565019214,2022-07-24 23:00:00,needs inspection
R63,23.183094061433863,40.1751260646169,278.8021423774927,100726.60567678684,26.745378933503787,0.0,2023-01-08 18:00:00,428.2562183676302,on,60.39113367845852,2022-07-25 06:00:00,
R73,21.81792771835782,47.75366850002976,336.66738353827924,101771.84884469456,11.4197828186208,3.0,2023-01-08 19:00:00,384.4636575027765,OFF,69.23553564281647,2022-07-25 13:00:00,needs inspection
R91,19.88301570482899,55.50052099024552,328.5377789850669,101771.47693505438,12.916873471922688,4.0,,398.8655562605104,on,75.03407001543344,2022-07-25 20:00:00,
R32,24.14099698580868,36.65974505081795,373.1086333040972,,16.317754059773925,7.0,2023-01-08 23:00:00,410.6018255941463,OFF,75.83326855309659,2022-07-26 17:00:00,needs inspection
,22.432952314627958,34.070062664683306,359.48530838051977,100557.47987623382,3.065350649021637,6.0,2023-01-09 02:00:00,481.6021249981149,On,64.5308594187791,2022-07-27 14:00:00,
R9,22.96329344932209,54.40474737960399,316.90089111016954,100384.99498304613,12.520609139949254,9.0,2023-01-09 03:00:00,420.48987565366406,off,73.67242605805757,2022-07-27 21:00:00,
R84,19.790356409497168,49.80362201073319,371.2943603096518,101681.35601443068,20.486500937718542,0.0,2023-01-09 04:00:00,386.8608519024691,ON,69.21500735568549,2022-07-28 04:00:00,
R84,22.384312764863814,55.52489954417148,350.9573888707876,100383.4248959707,7.171759841972019,6.0,2023-01-09 05:00:00,411.0587989364729,Off,76.39024313231558,2022-07-28 11:00:00,
R84,19.14257425542344,63.64140429973844,374.3936142435537,101543.65659351948,17.855897031096042,6.0,2023-01-09 07:00:00,326.6656793707054,ON,81.4026735896902,2022-07-29 01:00:00,
R2,24.634505130087256,55.43298029036388,285.33635210644184,101964.4329066567,10.151281401826628,2.0,2023-01-09 11:00:00,406.9093023884307,,75.00106349574014,2022-07-30 05:00:00,
R55,18.555826580107272,50.48860070325704,302.17818115909955,100848.8418096306,15.5526765873697,3.0,2023-01-09 12:00:00,341.1127176200247,OFF,72.5996794513642,2022-07-30 12:00:00,
R60,23.28758816802165,42.980083121932445,424.2058014267983,100938.67027736458,17.470319594877598,8.0,2023-01-09 14:00:00,373.1990710609805,off,71.21423876945562,2022-07-31 02:00:00,ok
R10,23.28761921576512,35.97394728200307,334.34709847384227,101775.19929419752,10.715740674361005,,2023-01-09 16:00:00,393.1600880007319,On,69.00345530002387,2022-07-31 16:00:00,
R26,24.385004408733007,42.81592734430802,394.1166531161705,102158.61205577556,18.989218899478832,7.0,2023-01-09 20:00:00,454.2949191438646,on,76.76845150313427,2022-08-01 20:00:00,
R52,23.628478128264494,58.949243769444415,327.395483358346,102086.61931085611,5.7033161416997125,0.0,2023-01-09 21:00:00,343.609756463139,on,73.74370559526768,2022-08-02 03:00:00,
R44,21.211826888399138,47.05050321707972,326.49789261202494,101692.81099862288,15.22745738165376,,2023-01-09 22:00:00,379.2339238844844,off,86.22657137348595,2022-08-02 10:00:00,
R79,20.06793696365607,43.26509375756132,328.16401319797023,,24.28323718280977,1.0,2023-01-10 00:00:00,389.7769490846943,on,75.05687933782174,2022-08-03 00:00:00,
R5,22.204685348465805,71.45149127773388,337.6487149627002,101685.73966187867,5.980686037188175,1.0,2023-01-10 03:00:00,504.7824108735225,On,79.4805818353331,2022-08-03 21:00:00,
R87,23.715650475936283,56.33776880932098,387.2095985749969,102010.26807199836,14.972198531759648,1.0,2023-01-10 06:00:00,408.90912230289257,Off,69.24806004826704,2022-08-04 18:00:00,
R88,17.96821032202587,54.137990974514985,340.93879133909485,,20.892563448992117,6.0,2023-01-10 07:00:00,342.3266002674345,OFF,70.96924925768101,2022-08-05 01:00:00,
R86,24.722376492418416,48.70179300266574,416.0652016136506,,17.599510697643762,0.0,2023-01-10 09:00:00,409.9818980354273,On,74.9842808176468,2022-08-05 15:00:00,needs inspection
R13,22.160700047738658,50.438114719791095,420.9801502256819,100901.57451693733,24.344089202719267,4.0,2023-01-10 10:00:00,351.2226736046467,ON,73.24161822429095,2022-08-05 22:00:00,needs inspection
R63,19.305638055176736,48.52997998371512,319.97882171306475,,17.09852804178633,2.0,2023-01-10 11:00:00,434.87953678119584,On,68.23377895458242,2022-08-06 05:00:00,
R91,20.17408342070716,44.425082149921664,315.7685087119998,101116.04522711704,7.145592714370439,7.0,2023-01-10 14:00:00,419.0523166950105,on,66.61917072114947,2022-08-07 02:00:00,ok
R49,22.54114647395494,36.301970204209226,389.5312799581384,100312.09606344432,21.77786467855174,4.0,2023-01-10 15:00:00,417.6420917068947,on,72.5746287551446,2022-08-07 09:00:00,
R65,22.113929599759533,49.117179516487454,251.4948091144082,,11.94571180097467,1.0,2023-01-10 16:00:00,456.8866816283699,on,59.98753733235655,2022-08-07 16:00:00,
R53,20.370999130985457,75.79709337654319,394.6298669149655,102280.70954356986,17.522416281915085,8.0,2023-01-10 17:00:00,403.2251778458899,Off,75.05538358185487,2022-08-07 23:00:00,ok
R55,23.584797555795028,66.39116805444067,386.5382059533262,,9.102701677461098,5.0,,408.0066518272592,,70.2359822068207,2022-08-08 13:00:00,
R80,20.018698153918248,46.20872259012513,355.2947226557617,101331.24966095365,5.790511135210712,2.0,2023-01-11 00:00:00,417.488825961538,off,70.75302534807243,,
R51,21.713158896332757,47.964196398976384,379.2206490236242,102759.2015278334,19.4603379986586,,2023-01-11 01:00:00,382.6047696970215,,72.56226076644309,2022-08-10 07:00:00,
R76,23.262468197451145,44.18319086051356,448.8220292257743,100490.70037056092,12.05053841122196,6.0,2023-01-11 02:00:00,406.0302003653752,on,71.22135707332629,2022-08-10 14:00:00,
R50,24.164387985425304,39.852432693071336,271.7879194144474,101854.36426494192,18.493444067585216,1.0,2023-01-11 03:00:00,395.3171119283575,Off,70.23735663754377,2022-08-10 21:00:00,ok
R11,21.163746910397627,37.76059733237744,355.21779687616066,101710.96007741832,7.284408860285648,3.0,2023-01-11 05:00:00,377.1118107284347,on,75.90549921465755,2022-08-11 11:00:00,needs inspection
R77,20.812636722097608,50.34083468259226,305.0607975838436,101545.65357584962,15.821473826852843,9.0,2023-01-11 06:00:00,354.3710736873886,,69.37615427416051,2022-08-11 18:00:00,ok
R22,20.36667691856572,42.30026768941358,283.4843187130505,100958.421901445,25.981115710763994,5.0,2023-01-11 07:00:00,399.68991542834624,off,73.97736645822978,2022-08-12 01:00:00,
R77,23.012454277402387,34.44104353796373,396.082505596223,100396.04927430084,14.712411234972684,8.0,2023-01-11 09:00:00,409.84217600843147,on,nan,2022-08-12 15:00:00,needs inspection
R73,18.847790114162382,53.30880232214457,343.6225439811233,101626.6237502857,20.37671700978449,4.0,2023-01-11 10:00:00,377.12766988993343,ON,76.88272237576903,2022-08-12 22:00:00,
R9,24.58116315137787,53.74056569847572,349.39555260769725,101854.05916254358,9.541874139204488,,2023-01-11 13:00:00,445.2994844680002,,71.14402295647984,2022-08-13 19:00:00,
,18.201575085114968,62.27668992473292,287.38032777934404,101508.80992010486,16.16924012894799,0.0,2023-01-11 14:00:00,404.6503191854576,off,70.93496919202326,,
R6,20.78941481783437,37.90358981308795,368.1815941312484,101399.04470989914,20.177217082084724,0.0,,405.1237515315794,,75.10302877399651,2022-08-14 09:00:00,
R42,25.16727787296656,66.72572386837703,394.344369504865,100884.46583166935,10.819689239499876,2.0,2023-01-11 16:00:00,425.81731898542586,Off,nan,,ok
R17,20.230826335953047,54.190190093660455,328.9619103159473,100968.88961817548,22.12247910623474,5.0,,443.3827531590759,Off,64.04669398839573,2022-08-14 23:00:00,
R18,23.10954857036557,42.94988144241592,219.7893071686433,101918.36731008868,14.54146987927437,1.0,2023-01-11 18:00:00,350.81621061867105,Off,67.66939474882919,2022-08-15 06:00:00,
R47,19.68267382105479,55.58326912521722,371.8369275866755,101205.94478184397,19.988160384601223,0.0,2023-01-11 20:00:00,484.7739814691906,off,71.27489115060125,2022-08-15 20:00:00,
R8,21.8511866098455,50.760053914124114,370.2147377480849,101348.00137362664,13.566028821308654,0.0,2023-01-11 21:00:00,435.2037718964079,On,66.16941046380241,2022-08-16 03:00:00,ok
R36,21.3685796215171,51.69360824036078,384.0108052725225,,14.700869282350482,0.0,2023-01-12 00:00:00,380.37191533350864,ON,72.17888560998463,2022-08-17 00:00:00,
,18.42464655509842,40.960923585352106,365.9825912959489,101135.9960504909,5.022341097741307,1.0,2023-01-12 03:00:00,442.0083492544963,OFF,72.92477401090217,2022-08-17 21:00:00,
R46,25.60318322266529,60.91310120594269,367.3838241769169,101217.1661812262,14.339317055492264,6.0,2023-01-12 06:00:00,355.3028808660739,on,70.31903867805259,2022-08-18 18:00:00,needs inspection
R78,18.4103446220514,56.09138120907177,325.6385717943224,100888.51945477317,12.38134348614289,3.0,2023-01-12 07:00:00,426.2133548386318,On,75.00243521381307,2022-08-19 01:00:00,ok
R21,22.02558265254897,46.83591550305198,351.70762087440124,101685.5676812728,9.601318393620758,9.0,2023-01-12 09:00:00,365.3924570045607,off,67.7749807487614,2022-08-19 15:00:00,
R58,19.54622837238012,62.13097699979184,295.6377030568599,100866.86294971814,4.891006800190263,4.0,2023-01-12 10:00:00,404.3810961720876,OFF,73.0671744826619,2022-08-19 22:00:00,
,23.155258685658172,51.417169136399046,295.70874355574074,102002.72140055276,14.493596406492337,0.0,,525.3665949807826,,69.36630636504941,2022-08-20 05:00:00,needs inspection
,22.49764923893368,73.19329539981695,383.9686641478252,101910.09935459832,12.007812097094764,5.0,2023-01-12 12:00:00,408.5733066677405,off,69.29485468135275,2022-08-20 12:00:00,
R94,22.174505212475047,51.92049116490031,383.3156250454606,101364.79893118802,14.659382874160237,1.0,2023-01-12 14:00:00,367.8749308319625,on,68.83337858981159,2022-08-21 02:00:00,
R20,23.65532668630261,48.47530163619456,316.1217673832173,101340.01573958204,7.440582902183932,4.0,2023-01-12 17:00:00,441.555122057283,On,60.94003083388966,2022-08-21 23:00:00,
R64,27.332583436640668,42.1401053949205,326.7797868845306,100544.25338877906,11.104536303116497,5.0,2023-01-12 20:00:00,372.05729453745016,Off,67.16463205863502,2022-08-22 20:00:00,ok
R9,20.443251200448515,28.47109407047517,421.1184930849254,101180.98056303896,18.02803116315657,6.0,,478.44849344745313,Off,73.81265760987652,,ok
R4,21.479694374106813,53.88578604530965,436.9449831898789,102034.26567257402,17.54304186616721,8.0,2023-01-13 02:00:00,430.20704635308925,,69.4428876001079,2022-08-24 14:00:00,needs inspection
